what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1258724955184
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1258724955184
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1258724955184
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.305.v200805140145,org.eclipse.jst.server.generic.core,1258724955184
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.ide.ant,1258724955184
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1258724955184
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.0.101.v20080730,org.eclipse.jst.server.preview.adapter,1258724955184
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1258724955184
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1258724955184
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.0.0.v200805300000,org.eclipse.jpt.eclipselink.ui,1258724955184
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.102.v200805140135,org.eclipse.jst.j2ee.ejb.annotations.emitter,1258724955184
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.102.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.ui,1258724955184
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.0.101.v20090128,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1258724955184
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.1.3.v20090128,org.eclipse.jst.jsf.facesconfig.ui,1258724955184
stopped,bundle,org.eclipse.jst.jsf.ui,1.1.102.v20090128,org.eclipse.jst.jsf.ui,1258724955184
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.1.v20090129,org.eclipse.jst.pagedesigner.jsf.ui,1258724955184
stopped,bundle,org.eclipse.jst.pagedesigner,1.1.1.v200902051421,org.eclipse.jst.pagedesigner,1258724955200
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.1.0.v20080605,org.eclipse.jst.jsf.common.ui,1258724955200
stopped,bundle,com.omondo.uml.wtp.ui,1.4.0.v20080704,com.omondo.uml.wtp.ui,1258724955200
stopped,bundle,com.omondo.uml.jee,1.4.0.v20080704,com.omondo.uml.jee,1258724955200
stopped,bundle,com.omondo.uml.wtp,1.4.0.v20080704,com.omondo.uml.wtp,1258724955200
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v200901170137,org.eclipse.datatools.enablement.jdt.classpath,1258724955200
stopped,bundle,org.eclipse.jpt.ui,2.0.102.v200810220200,org.eclipse.jpt.ui,1258724955200
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.203.v200810010400,org.eclipse.jst.ejb.ui,1258724955200
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.102.v200805301834,org.eclipse.jst.ws.axis2.consumption.core,1258724955200
